name,id,data
97001,97001,
97002,97002,
97004,97004,
97005,97005,
97006,97006,
97007,97007,
97008,97008,
97009,97009,
97011,97011,
97013,97013,
97014,97014,
97015,97015,
97016,97016,
97017,97017,
97018,97018,
97019,97019,
97020,97020,
97021,97021,
97022,97022,
97023,97023,
97024,97024,
97026,97026,
97027,97027,
97028,97028,
97029,97029,
97030,97030,
97031,97031,
97032,97032,
97033,97033,
97034,97034,
97035,97035,
97037,97037,
97038,97038,
97039,97039,
97040,97040,
97041,97041,
97042,97042,
97045,97045,
97048,97048,
97049,97049,
97050,97050,
97051,97051,
97053,97053,
97054,97054,
97055,97055,
97056,97056,
97057,97057,
97058,97058,
97060,97060,
97062,97062,
97063,97063,
97064,97064,
97065,97065,
97067,97067,
97068,97068,
97070,97070,
97071,97071,
97080,97080,
97086,97086,
97089,97089,
97101,97101,
97102,97102,
97103,97103,
97106,97106,
97107,97107,
97108,97108,
97109,97109,
97110,97110,
97111,97111,
97112,97112,
97113,97113,
97114,97114,
97115,97115,
97116,97116,
97117,97117,
97118,97118,
97119,97119,
97121,97121,
97122,97122,
97123,97123,
97124,97124,
97125,97125,
97127,97127,
97128,97128,
97130,97130,
97131,97131,
97132,97132,
97133,97133,
97134,97134,
97135,97135,
97136,97136,
97137,97137,
97138,97138,
97140,97140,
97141,97141,
97144,97144,
97145,97145,
97146,97146,
97147,97147,
97148,97148,
97149,97149,
97201,97201,
97202,97202,
97203,97203,
97204,97204,
97205,97205,
97206,97206,
97209,97209,
97210,97210,
97211,97211,
97212,97212,
97213,97213,
97214,97214,
97215,97215,
97216,97216,
97217,97217,
97218,97218,
97219,97219,
97220,97220,
97221,97221,
97222,97222,
97223,97223,
97224,97224,
97225,97225,
97227,97227,
97229,97229,
97230,97230,
97231,97231,
97232,97232,
97233,97233,
97236,97236,
97239,97239,
97266,97266,
97267,97267,
97301,97301,
97302,97302,
97303,97303,
97304,97304,
97305,97305,
97306,97306,
97317,97317,
97321,97321,
97322,97322,
97324,97324,
97325,97325,
97326,97326,
97327,97327,
97329,97329,
97330,97330,
97331,97331,
97333,97333,
97338,97338,
97341,97341,
97342,97342,
97343,97343,
97344,97344,
97345,97345,
97346,97346,
97347,97347,
97348,97348,
97350,97350,
97351,97351,
97352,97352,
97355,97355,
97357,97357,
97358,97358,
97360,97360,
97361,97361,
97362,97362,
97364,97364,
97365,97365,
97366,97366,
97367,97367,
97368,97368,
97369,97369,
97370,97370,
97371,97371,
97374,97374,
97375,97375,
97376,97376,
97377,97377,
97378,97378,
97380,97380,
97381,97381,
97383,97383,
97385,97385,
97386,97386,
97388,97388,
97389,97389,
97390,97390,
97391,97391,
97392,97392,
97394,97394,
97396,97396,
97401,97401,
97402,97402,
97403,97403,
97404,97404,
97405,97405,
97406,97406,
97408,97408,
97410,97410,
97411,97411,
97412,97412,
97413,97413,
97414,97414,
97415,97415,
97416,97416,
97417,97417,
97419,97419,
97420,97420,
97423,97423,
97424,97424,
97426,97426,
97429,97429,
97430,97430,
97431,97431,
97434,97434,
97435,97435,
97436,97436,
97437,97437,
97438,97438,
97439,97439,
97441,97441,
97442,97442,
97443,97443,
97444,97444,
97446,97446,
97447,97447,
97448,97448,
97449,97449,
97450,97450,
97451,97451,
97452,97452,
97453,97453,
97454,97454,
97455,97455,
97456,97456,
97457,97457,
97458,97458,
97459,97459,
97461,97461,
97462,97462,
97463,97463,
97465,97465,
97466,97466,
97467,97467,
97469,97469,
97470,97470,
97471,97471,
97473,97473,
97476,97476,
97477,97477,
97478,97478,
97479,97479,
97480,97480,
97481,97481,
97484,97484,
97486,97486,
97487,97487,
97488,97488,
97489,97489,
97490,97490,
97492,97492,
97493,97493,
97494,97494,
97495,97495,
97496,97496,
97497,97497,
97498,97498,
97499,97499,
97501,97501,
97502,97502,
97503,97503,
97504,97504,
97520,97520,
97522,97522,
97523,97523,
97524,97524,
97525,97525,
97526,97526,
97527,97527,
97530,97530,
97531,97531,
97532,97532,
97534,97534,
97535,97535,
97536,97536,
97537,97537,
97538,97538,
97539,97539,
97540,97540,
97541,97541,
97543,97543,
97544,97544,
97601,97601,
97603,97603,
97604,97604,
97620,97620,
97621,97621,
97622,97622,
97623,97623,
97624,97624,
97625,97625,
97626,97626,
97627,97627,
97630,97630,
97632,97632,
97633,97633,
97634,97634,
97635,97635,
97636,97636,
97637,97637,
97638,97638,
97639,97639,
97640,97640,
97641,97641,
97701,97701,
97702,97702,
97707,97707,
97710,97710,
97711,97711,
97712,97712,
97720,97720,
97721,97721,
97722,97722,
97730,97730,
97731,97731,
97732,97732,
97733,97733,
97734,97734,
97735,97735,
97736,97736,
97737,97737,
97738,97738,
97739,97739,
97741,97741,
97750,97750,
97751,97751,
97752,97752,
97753,97753,
97754,97754,
97756,97756,
97758,97758,
97759,97759,
97760,97760,
97761,97761,
97801,97801,
97810,97810,
97812,97812,
97813,97813,
97814,97814,
97817,97817,
97818,97818,
97819,97819,
97820,97820,
97823,97823,
97824,97824,
97825,97825,
97826,97826,
97827,97827,
97828,97828,
97830,97830,
97833,97833,
97834,97834,
97835,97835,
97836,97836,
97837,97837,
97838,97838,
97839,97839,
97840,97840,
97841,97841,
97842,97842,
97843,97843,
97844,97844,
97845,97845,
97846,97846,
97848,97848,
97850,97850,
97856,97856,
97857,97857,
97859,97859,
97862,97862,
97864,97864,
97865,97865,
97867,97867,
97868,97868,
97869,97869,
97870,97870,
97873,97873,
97874,97874,
97875,97875,
97876,97876,
97877,97877,
97880,97880,
97882,97882,
97883,97883,
97884,97884,
97885,97885,
97886,97886,
97901,97901,
97903,97903,
97904,97904,
97905,97905,
97906,97906,
97907,97907,
97908,97908,
97909,97909,
97910,97910,
97911,97911,
97913,97913,
97914,97914,
97918,97918,
97920,97920,
OR,OR,
